project_name,file_name,file_size,file_downloads
RFM69 Relay Actuator Node (mains powered),heater_node-NPTH.drl,277 B,539
RFM69 Relay Actuator Node (mains powered),heater_node-PTH.drl,4.32 kB,520
RFM69 Relay Actuator Node (mains powered),heater_node.pdf,73.13 kB,417
RFM69 Relay Actuator Node (mains powered),heater_node.net,26.55 kB,562
RFM69 Relay Actuator Node (mains powered),heater_node.sch,26.27 kB,567
RFM69 Relay Actuator Node (mains powered),heater_node.kicad_pcb,360.63 kB,602
Serial Relay Board (RS-12),RS-12.sch,1.68 MB,733
Serial Relay Board (RS-12),RS-12.brd,493.87 kB,652
Serial Relay Board (RS-12),RS-12.GBL,20.05 kB,472
Serial Relay Board (RS-12),RS-12.GBO,286 B,455
Serial Relay Board (RS-12),RS-12.GBS,2.37 kB,482
Serial Relay Board (RS-12),RS-12.GTL,67.46 kB,541
Serial Relay Board (RS-12),RS-12.GTO,196.48 kB,541
Serial Relay Board (RS-12),RS-12.TXT,1.11 kB,372
Serial Relay Board (RS-12),RS-12.GTS,4.31 kB,498
RW-01 In Wall Wi-Fi Relay Board (2 Channel),RW-01-3D.pdf,883.94 kB,320
RW-01 In Wall Wi-Fi Relay Board (2 Channel),RW-01.pdf,476.6 kB,420
RW-01 In Wall Wi-Fi Relay Board (2 Channel),RW-01_2.SchDoc,27 kB,451
RW-01 In Wall Wi-Fi Relay Board (2 Channel),RW-01.SchDoc,174 kB,469
RW-01 In Wall Wi-Fi Relay Board (2 Channel),RW-01.PcbDoc,4.42 MB,502
RW-01 In Wall Wi-Fi Relay Board (2 Channel),CHANGES.txt,1.18 kB,327
RW-01 In Wall Wi-Fi Relay Board (2 Channel),COPYRIGHT.txt,418 B,318
RW-01 In Wall Wi-Fi Relay Board (2 Channel),License_howto.pdf,55.06 kB,234
RW-01 In Wall Wi-Fi Relay Board (2 Channel),PRODUCT.txt,108 B,348
RW-01 In Wall Wi-Fi Relay Board (2 Channel),LICENSE.pdf,95.73 kB,256
RW-01 In Wall Wi-Fi Relay Board (2 Channel),rw-01.gbl,7.28 kB,428
RW-01 In Wall Wi-Fi Relay Board (2 Channel),rw-01.gbo,110.74 kB,434
RW-01 In Wall Wi-Fi Relay Board (2 Channel),rw-01.gbs,8.86 kB,472
RW-01 In Wall Wi-Fi Relay Board (2 Channel),rw-01.gtl,29.69 kB,459
RW-01 In Wall Wi-Fi Relay Board (2 Channel),rw-01.gko,1.84 kB,420
RW-01 In Wall Wi-Fi Relay Board (2 Channel),rw-01.gts,9.23 kB,488
RW-01 In Wall Wi-Fi Relay Board (2 Channel),rw-01.gto,7.23 kB,404
RW-01 In Wall Wi-Fi Relay Board (2 Channel),rw-01.txt,915 B,288
mobile robotics - a discovery path,PanelisedRobotV1.GBL,880.61 kB,442
mobile robotics - a discovery path,PanelisedRobotV1.GBO,605.33 kB,438
mobile robotics - a discovery path,PanelisedRobotV1.GBS,550.05 kB,484
mobile robotics - a discovery path,PanelisedRobotV1.GML,532.95 kB,455
mobile robotics - a discovery path,PanelisedRobotV1.GTL,920.13 kB,460
mobile robotics - a discovery path,PanelisedRobotV1.GTO,930.51 kB,468
mobile robotics - a discovery path,PanelisedRobotV1.GTS,551.11 kB,1708
mobile robotics - a discovery path,PanelisedRobotV1.TXT,9.02 kB,333
mobile robotics - a discovery path,PanelisedRobotV1.brd,521.1 kB,550
RFM69 - 8 relays board,mySensors_8Relais-F.Mask.gts,3.85 kB,415
RFM69 - 8 relays board,mySensors_8Relais-B.Mask.gbs,2.93 kB,422
RFM69 - 8 relays board,mySensors_8Relais-B.SilkS.gbo,1.29 kB,435
RFM69 - 8 relays board,mySensors_8Relais-F.SilkS.gto,24.35 kB,418
RFM69 - 8 relays board,mySensors_8Relais-B.Cu.gbl,34.61 kB,522
RFM69 - 8 relays board,mySensors_8Relais-F.Cu.gtl,51.77 kB,446
RFM69 - 8 relays board,mySensors_8Relais.txt,1.87 kB,326
RFM69 - 8 relays board,mySensors_8Relais-Edge.Cuts.gml,829 B,430
RFM69 - 8 relays board,mySensors_8Relais.kicad_pcb,127.79 kB,471
RFM69 - 8 relays board,mySensors_8Relais.kicad_pcb-bak,129.77 kB,508
RFM69 - 8 relays board,mySensors_8Relais.net,21.18 kB,431
RFM69 - 8 relays board,mySensors_8Relais.sch,15.08 kB,485
RFM69 - 8 relays board,mySensors_8Relais-Edge.Cuts.gm1,557 B,468
RFM69 - 8 Dimmer output,domo_gradateur_puissance.txt,2.69 kB,396
RFM69 - 8 Dimmer output,domo_gradateur_puissance-Edge.Cuts.gml,521 B,445
RFM69 - 8 Dimmer output,domo_gradateur_puissance-F.Mask.gts,6.47 kB,429
RFM69 - 8 Dimmer output,domo_gradateur_puissance-B.Mask.gbs,4.65 kB,432
RFM69 - 8 Dimmer output,domo_gradateur_puissance-B.SilkS.gbo,297 B,429
RFM69 - 8 Dimmer output,domo_gradateur_puissance-F.SilkS.gto,75.53 kB,449
RFM69 - 8 Dimmer output,domo_gradateur_puissance-B.Cu.gbl,52.87 kB,463
RFM69 - 8 Dimmer output,domo_gradateur_puissance-F.Cu.gtl,102.06 kB,561
RFM69 - 8 Dimmer output,domo_gradateur_puissance.kicad_pcb,226.15 kB,458
RFM69 - 8 Dimmer output,domo_gradateur_puissance.kicad_pcb-bak,226.15 kB,447
RFM69 - 8 Dimmer output,domo_gradateur_puissance.net,33.66 kB,485
RFM69 - 8 Dimmer output,domo_gradateur_puissance.sch,28.28 kB,538
RFM69 2 relay board,mySensors_2Relais-Edge.Cuts.gml,525 B,389
RFM69 2 relay board,mySensors_2Relais.txt,986 B,310
RFM69 2 relay board,mySensors_2Relais-F.Mask.gts,2.91 kB,449
RFM69 2 relay board,mySensors_2Relais-B.Mask.gbs,1.71 kB,449
RFM69 2 relay board,mySensors_2Relais-F.SilkS.gto,19.62 kB,448
RFM69 2 relay board,mySensors_2Relais-B.SilkS.gbo,4.67 kB,446
RFM69 2 relay board,mySensors_2Relais-B.Cu.gbl,28.69 kB,462
RFM69 2 relay board,mySensors_2Relais-F.Cu.gtl,48.4 kB,491
RFM69 2 relay board,mySensors_2Relais.kicad_pcb,101.89 kB,501
RFM69 2 relay board,mySensors_2Relais.sch,10.67 kB,478
RFM69 2 relay board,mySensors_2Relais.net,17.76 kB,461
Multiple uses battery RFM69 node,MultiUse_Battery-Edge.Cuts.GML,566 B,445
Multiple uses battery RFM69 node,MultiUse_Battery.TXT,575 B,453
Multiple uses battery RFM69 node,MultiUse_Battery-F.Mask.gts,2.92 kB,591
Multiple uses battery RFM69 node,MultiUse_Battery-B.Mask.gbs,1.03 kB,529
Multiple uses battery RFM69 node,MultiUse_Battery-B.SilkS.gbo,3.5 kB,531
Multiple uses battery RFM69 node,MultiUse_Battery-F.SilkS.gto,15.17 kB,483
Multiple uses battery RFM69 node,MultiUse_Battery-B.Cu.gbl,21.44 kB,482
Multiple uses battery RFM69 node,MultiUse_Battery-F.Cu.gtl,55.83 kB,532
Multiple uses battery RFM69 node,MultiUse_Battery.kicad_pcb,89.5 kB,554
Multiple uses battery RFM69 node,MultiUse_Battery.sch,8.93 kB,592
Multiple uses battery RFM69 node,MultiUse_Battery.net,15.61 kB,525
Arduino Serial Gateway for RFM69HW,MySensors_Gateway.drl,1.08 kB,477
Arduino Serial Gateway for RFM69HW,MySensors_Gateway-B.Cu.gbl,48.2 kB,437
Arduino Serial Gateway for RFM69HW,MySensors_Gateway-B.Mask.gbs,2.25 kB,451
Arduino Serial Gateway for RFM69HW,MySensors_Gateway-B.SilkS.gbo,1.05 kB,504
Arduino Serial Gateway for RFM69HW,MySensors_Gateway-Edge.Cuts.gml,525 B,432
Arduino Serial Gateway for RFM69HW,MySensors_Gateway-F.Mask.gts,2.49 kB,465
Arduino Serial Gateway for RFM69HW,MySensors_Gateway-F.Cu.gtl,68.33 kB,476
Arduino Serial Gateway for RFM69HW,MySensors_Gateway-F.SilkS.gto,18.78 kB,602
Arduino Serial Gateway for RFM69HW,MySensors_Gateway.kicad_pcb,109.24 kB,486
Arduino Serial Gateway for RFM69HW,MySensors_Gateway.sch,8.34 kB,548
Arduino Serial Gateway for RFM69HW,MySensors_Gateway.net,15.28 kB,466
RFM69 Multisensor Node (CR123),multisensor_cr123_rear_side.stl,49.5 kB,489
RFM69 Multisensor Node (CR123),multisensor_cr123_front_side.stl,56.33 kB,568
RFM69 Multisensor Node (CR123),multisensor_cr123-B.Cu.gbl,47.51 kB,548
RFM69 Multisensor Node (CR123),multisensor_cr123-B.Mask.gbs,3.28 kB,529
RFM69 Multisensor Node (CR123),multisensor_cr123-B.Paste.gbp,2.46 kB,570
RFM69 Multisensor Node (CR123),multisensor_cr123-B.SilkS.gbo,48 kB,563
RFM69 Multisensor Node (CR123),multisensor_cr123-Edge.Cuts.gm1,705 B,562
RFM69 Multisensor Node (CR123),multisensor_cr123-F.Cu.gtl,62.5 kB,578
RFM69 Multisensor Node (CR123),multisensor_cr123-F.Mask.gts,3.11 kB,523
RFM69 Multisensor Node (CR123),multisensor_cr123-F.Paste.gtp,2.29 kB,565
RFM69 Multisensor Node (CR123),multisensor_cr123-F.SilkS.gto,62.17 kB,537
RFM69 Multisensor Node (CR123),multisensor_cr123-NPTH.drl,199 B,486
RFM69 Multisensor Node (CR123),multisensor_cr123-PTH.drl,1.5 kB,504
RFM69 Multisensor Node (CR123),multisensor_cr123.pdf,71.94 kB,432
RFM69 Multisensor Node (CR123),multisensor_cr123.net,23.97 kB,519
RFM69 Multisensor Node (CR123),multisensor_cr123.kicad_pcb,162.45 kB,587
RFM69 Multisensor Node (CR123),multisensor_cr123.sch,27.64 kB,618
RFM69 Multisensor Node (CR2032),multisensor_cr2032.net,26.69 kB,815
RFM69 Multisensor Node (CR2032),multisensor_cr2032.sch,29.1 kB,741
RFM69 Multisensor Node (CR2032),multisensor_cr2032.kicad_pcb,213.21 kB,718
RFM69 Multisensor Node (CR2032),multisensor_cr2032.pdf,79.25 kB,711
RFM69 Multisensor Node (CR2032),multisensor_cr2032-B.Cu.gbl,70.2 kB,649
RFM69 Multisensor Node (CR2032),multisensor_cr2032-B.Mask.gbs,2.69 kB,638
RFM69 Multisensor Node (CR2032),multisensor_cr2032-B.Paste.gbp,2.29 kB,688
RFM69 Multisensor Node (CR2032),multisensor_cr2032-B.SilkS.gbo,101.08 kB,726
RFM69 Multisensor Node (CR2032),multisensor_cr2032-Edge.Cuts.gm1,615 B,704
RFM69 Multisensor Node (CR2032),multisensor_cr2032-F.Cu.gtl,65.96 kB,659
RFM69 Multisensor Node (CR2032),multisensor_cr2032-F.Mask.gts,4.53 kB,646
RFM69 Multisensor Node (CR2032),multisensor_cr2032-F.Paste.gtp,4.13 kB,543
RFM69 Multisensor Node (CR2032),multisensor_cr2032-F.SilkS.gto,70.95 kB,686
RFM69 Multisensor Node (CR2032),multisensor_cr2032-NPTH.drl,173 B,668
RFM69 Multisensor Node (CR2032),multisensor_cr2032-PTH.drl,822 B,661
Piglets - IOT Development Board,License.txt,34.32 kB,359
Piglets - IOT Development Board,boards.txt,861 B,448
Piglets - IOT Development Board,schematic.pdf,87.2 kB,655
Piglets - IOT Development Board,Piglet v1.5.3.GBL,70.25 kB,512
Piglets - IOT Development Board,Piglet v1.5.3.GBO,34.38 kB,487
Piglets - IOT Development Board,Piglet v1.5.3.GBP,24.53 kB,515
Piglets - IOT Development Board,Piglet v1.5.3.GBS,1.36 kB,1762
Piglets - IOT Development Board,Piglet v1.5.3.GML,24.23 kB,507
Piglets - IOT Development Board,Piglet v1.5.3.GTL,115.98 kB,477
Piglets - IOT Development Board,Piglet v1.5.3.GTO,23.7 kB,484
Piglets - IOT Development Board,Piglet v1.5.3.GTP,29.64 kB,515
Piglets - IOT Development Board,Piglet v1.5.3.GTS,6.43 kB,495
Piglets - IOT Development Board,Piglet v1.5.3.TXT,1.52 kB,354
Piglets - IOT Development Board,Piglet v1.5.3.brd,196.62 kB,747
Piglets - IOT Development Board,Piglet v1.5.3.sch,257.04 kB,892
Carte Fil Pilote MySensors NRF24L01,mySensors_FilPilote_nrf24.kicad_pcb,88.77 kB,648
Carte Fil Pilote MySensors NRF24L01,mySensors_FilPilote_nrf24.net,13.79 kB,578
Carte Fil Pilote MySensors NRF24L01,mySensors_FilPilote_nrf24.pdf,33.63 kB,448
Carte Fil Pilote MySensors NRF24L01,mySensors_FilPilote_nrf24.sch,8.08 kB,627
Carte Fil Pilote MySensors NRF24L01,mySensors_FilPilote_nrf24-Edge.Cuts.gm1,525 B,535
Carte Fil Pilote MySensors NRF24L01,mySensors_FilPilote_nrf24-F.SilkS.gto,22.32 kB,608
Carte Fil Pilote MySensors NRF24L01,mySensors_FilPilote_nrf24-B.SilkS.gbo,5.47 kB,563
Carte Fil Pilote MySensors NRF24L01,mySensors_FilPilote_nrf24-B.Cu.gbl,40.63 kB,561
Carte Fil Pilote MySensors NRF24L01,mySensors_FilPilote_nrf24-F.Cu.gtl,48.16 kB,596
Carte Fil Pilote MySensors NRF24L01,mySensors_FilPilote_nrf24.drl,1.49 kB,564
RFM69 Serial GW (ATMEGA328P),serial_gw_ATMEGA328P.kicad_pcb,203.52 kB,626
RFM69 Serial GW (ATMEGA328P),serial_gw_ATMEGA328P.net,27.88 kB,552
RFM69 Serial GW (ATMEGA328P),serial_gw_ATMEGA328P.sch,27.81 kB,642
RFM69 Serial GW (ATMEGA328P),serial_gw_ATMEGA328P.pdf,78.21 kB,450
RFM69 Serial GW (ATMEGA328P),serial_gw_ATMEGA328P-B.Mask.gbs,4.55 kB,587
RFM69 Serial GW (ATMEGA328P),serial_gw_ATMEGA328P-B.Cu.gbl,63.75 kB,594
RFM69 Serial GW (ATMEGA328P),serial_gw_ATMEGA328P-B.Paste.gbp,4.3 kB,601
RFM69 Serial GW (ATMEGA328P),serial_gw_ATMEGA328P-B.SilkS.gbo,126.45 kB,634
RFM69 Serial GW (ATMEGA328P),serial_gw_ATMEGA328P-Edge.Cuts.gm1,738 B,596
RFM69 Serial GW (ATMEGA328P),serial_gw_ATMEGA328P-F.Cu.gtl,55.03 kB,625
RFM69 Serial GW (ATMEGA328P),serial_gw_ATMEGA328P-F.Mask.gts,2.11 kB,541
RFM69 Serial GW (ATMEGA328P),serial_gw_ATMEGA328P-F.Paste.gtp,1.86 kB,603
RFM69 Serial GW (ATMEGA328P),serial_gw_ATMEGA328P-F.SilkS.gto,34.38 kB,613
RFM69 Serial GW (ATMEGA328P),serial_gw_ATMEGA328P-NPTH.drl,173 B,577
RFM69 Serial GW (ATMEGA328P),serial_gw_ATMEGA328P-PTH.drl,721 B,591
RFM69 Serial GW (ATMEGA328P),MySensors_Serial_Gw_ATMEGA328P_lower.stl,105.55 kB,552
RFM69 Serial GW (ATMEGA328P),MySensors_Serial_Gw_ATMEGA328P_upper.stl,88.85 kB,558
2 channel in wall dimmer,2DimmerRevPF1Sheet1.pdf,88.98 kB,1034
2 channel in wall dimmer,2DimmerRevPF1Sheet2.pdf,51.02 kB,790
2 channel in wall dimmer,2DimmerRevPF1smd.stl,4.46 MB,688
USB90uC,USB90uC-20110518.sch,281.79 kB,488
USB90uC,USB90uC-20110518.brd,101.01 kB,427
USB90uC,USB90uC_MDB_Setup_for_Ubuntu_10.04_LTS.pdf,76.98 kB,307
USB90uC,license.txt,34.32 kB,299
USB90uC,USB90uC-20110518-BOM.txt,978 B,278
Snail Vision 7 Pixel RGB I²C Camera,circuit.drl,886 B,822
Snail Vision 7 Pixel RGB I²C Camera,circuit.gbl,54.31 kB,764
Snail Vision 7 Pixel RGB I²C Camera,circuit.gbo,38.21 kB,754
Snail Vision 7 Pixel RGB I²C Camera,circuit.gbs,23.84 kB,806
Snail Vision 7 Pixel RGB I²C Camera,circuit.gtl,95.49 kB,764
Snail Vision 7 Pixel RGB I²C Camera,circuit.gto,53.1 kB,734
Snail Vision 7 Pixel RGB I²C Camera,circuit.gts,30.79 kB,726
Temperatur/Humidity Sensor (SHT21),dht_Sensor.brd,518.2 kB,760
Temperatur/Humidity Sensor (SHT21),dht_Sensor.sch,1.88 MB,950
Temperatur/Humidity Sensor (SHT21),dht_Sensor.GBS,229 B,1958
Temperatur/Humidity Sensor (SHT21),dht_Sensor.GML,105 B,627
Temperatur/Humidity Sensor (SHT21),dht_Sensor.GTL,61.67 kB,1956
Temperatur/Humidity Sensor (SHT21),dht_Sensor.GTO,198.33 kB,706
Temperatur/Humidity Sensor (SHT21),dht_Sensor.GTP,2.84 kB,686
Temperatur/Humidity Sensor (SHT21),dht_Sensor.GTS,2.96 kB,601
Temperatur/Humidity Sensor (SHT21),dht_Sensor.TXT,1.05 kB,476
Temperatur/Humidity Sensor (SHT21),dht_Sensor.GBO,105 B,686
Temperatur/Humidity Sensor (SHT21),dht_Sensor.GBL,38.49 kB,677
Temperatur/Humidity Sensor (SHT21),LICENSE.pdf,95.73 kB,269
Temperatur/Humidity Sensor (SHT21),License_howto.pdf,55.06 kB,302
Temperatur/Humidity Sensor (SHT21),COPYRIGHT.txt,428 B,426
Temperatur/Humidity Sensor (SHT21),PRODUCT.txt,111 B,477
RFM69 Livolo 2 channels 1 way EU switch(VL-C700X-1 Ver: B8),livolo_2_channels_1way_eu_switch.sch,40.31 kB,981
RFM69 Livolo 2 channels 1 way EU switch(VL-C700X-1 Ver: B8),livolo_2_channels_1way_eu_switch-F.Mask.gts,5.33 kB,811
RFM69 Livolo 2 channels 1 way EU switch(VL-C700X-1 Ver: B8),livolo_2_channels_1way_eu_switch-F.Cu.gtl,27.46 kB,829
RFM69 Livolo 2 channels 1 way EU switch(VL-C700X-1 Ver: B8),livolo_2_channels_1way_eu_switch-NPTH.drl,247 B,840
RFM69 Livolo 2 channels 1 way EU switch(VL-C700X-1 Ver: B8),livolo_2_channels_1way_eu_switch-PTH.drl,1.27 kB,815
RFM69 Livolo 2 channels 1 way EU switch(VL-C700X-1 Ver: B8),livolo_2_channels_1way_eu_switch-F.Paste.gtp,4.78 kB,794
RFM69 Livolo 2 channels 1 way EU switch(VL-C700X-1 Ver: B8),livolo_2_channels_1way_eu_switch-F.SilkS.gto,111.87 kB,789
RFM69 Livolo 2 channels 1 way EU switch(VL-C700X-1 Ver: B8),livolo_2_channels_1way_eu_switch-Edge.Cuts.gm1,1.09 kB,882
RFM69 Livolo 2 channels 1 way EU switch(VL-C700X-1 Ver: B8),livolo_2_channels_1way_eu_switch-B.Paste.gbp,804 B,815
RFM69 Livolo 2 channels 1 way EU switch(VL-C700X-1 Ver: B8),livolo_2_channels_1way_eu_switch.net,36.01 kB,815
RFM69 Livolo 2 channels 1 way EU switch(VL-C700X-1 Ver: B8),livolo_2_channels_1way_eu_switch-B.SilkS.gbo,81.43 kB,793
RFM69 Livolo 2 channels 1 way EU switch(VL-C700X-1 Ver: B8),livolo_2_channels_1way_eu_switch-B.Mask.gbs,1.33 kB,800
RFM69 Livolo 2 channels 1 way EU switch(VL-C700X-1 Ver: B8),livolo_2_channels_1way_eu_switch.pdf,87.32 kB,676
RFM69 Livolo 2 channels 1 way EU switch(VL-C700X-1 Ver: B8),livolo_2_channels_1way_eu_switch-B.Cu.gbl,9.22 kB,773
RFM69 Livolo 2 channels 1 way EU switch(VL-C700X-1 Ver: B8),livolo_2_channels_1way_eu_switch.kicad_pcb,197.43 kB,872
SpikeTrain Neuromorphic Discovery Board,circuit.gts,56.58 kB,530
SpikeTrain Neuromorphic Discovery Board,circuit.gto,85.95 kB,487
SpikeTrain Neuromorphic Discovery Board,circuit.drl,1.94 kB,426
SpikeTrain Neuromorphic Discovery Board,circuit.gbo,46.4 kB,467
SpikeTrain Neuromorphic Discovery Board,circuit.gbs,51.49 kB,489
SpikeTrain Neuromorphic Discovery Board,circuit.gbl,59.8 kB,515
SpikeTrain Neuromorphic Discovery Board,circuit.gtl,67.4 kB,417
MySWeMosGWShield - WeMos Mini MySensors Gateway Shield,MySWeMosGWShield-B.Cu.gbr,27.13 kB,708
MySWeMosGWShield - WeMos Mini MySensors Gateway Shield,MySWeMosGWShield-B.Mask.gbr,1.87 kB,759
MySWeMosGWShield - WeMos Mini MySensors Gateway Shield,MySWeMosGWShield-B.SilkS.gbr,9.93 kB,775
MySWeMosGWShield - WeMos Mini MySensors Gateway Shield,MySWeMosGWShield-Edge.Cuts.gbr,1.57 kB,761
MySWeMosGWShield - WeMos Mini MySensors Gateway Shield,MySWeMosGWShield-Edge.Cuts.gko,1.57 kB,724
MySWeMosGWShield - WeMos Mini MySensors Gateway Shield,MySWeMosGWShield-F.Cu.gbr,24.35 kB,775
MySWeMosGWShield - WeMos Mini MySensors Gateway Shield,MySWeMosGWShield-F.Mask.gbr,1.42 kB,756
MySWeMosGWShield - WeMos Mini MySensors Gateway Shield,MySWeMosGWShield-F.SilkS.gbr,29.47 kB,736
MySWeMosGWShield - WeMos Mini MySensors Gateway Shield,MySWeMosGWShield.drl,627 B,696
MySWeMosGWShield - WeMos Mini MySensors Gateway Shield,MySWeMosGWShield.pdf,82.35 kB,531
Wirsbo/uponor thermostat,WirsboTermostatRevB - Bottom Documentation.gbr,488 B,727
Wirsbo/uponor thermostat,WirsboTermostatRevB - Bottom Copper.gbr,42.3 kB,678
Wirsbo/uponor thermostat,WirsboTermostatRevB - Bottom Silkscreen.gbr,4.66 kB,649
Wirsbo/uponor thermostat,WirsboTermostatRevB - Drill Data - [Through Hole] (Unplated).drl,260 B,581
Wirsbo/uponor thermostat,WirsboTermostatRevB - Drill Data - [Through Hole].drl,1.82 kB,620
Wirsbo/uponor thermostat,WirsboTermostatRevB - Drill Ident Drawing - [Through Hole].gbr,17.72 kB,569
Wirsbo/uponor thermostat,WirsboTermostatRevB - Paste Mask.gbr,1.95 kB,665
Wirsbo/uponor thermostat,WirsboTermostatRevB - Solder Mask.gbr,3.59 kB,691
Wirsbo/uponor thermostat,WirsboTermostatRevB - Top Copper.gbr,52.46 kB,529
Wirsbo/uponor thermostat,WirsboTermostatRevB - Top Documentation.gbr,5.08 kB,645
Wirsbo/uponor thermostat,WirsboTermostatRevB - Top Silkscreen.gbr,13.16 kB,730
Wirsbo/uponor thermostat,WirsboTermostatRevB - BoardOutline.gbr,237 B,598
Wirsbo/uponor thermostat,WirsboTermostatRevB - Bottom Copper (Paste).gbr,683 B,565
Wirsbo/uponor thermostat,WirsboTermostatRevB - Bottom Copper (Resist).gbr,1.88 kB,674
Mini Relay Box,socket_39x37.gbs,4.32 kB,613
Mini Relay Box,socket_39x37.gm1,227 B,611
Mini Relay Box,socket_39x37.gtl,18.61 kB,580
Mini Relay Box,socket_39x37.gto,18.42 kB,618
Mini Relay Box,socket_39x37.gts,3.15 kB,655
Mini Relay Box,slot_holes.drl,257 B,652
Mini Relay Box,round_holes.drl,1.04 kB,643
Mini Relay Box,socket_39x37.gbl,17.28 kB,565
Mini Relay Box,socket_39x37.gbo,42.76 kB,688
Mini Relay Box,socket_39x37.PcbDoc,2.39 MB,717
Mini Relay Box,main.SchDoc,16 kB,636
Mini Relay Box,mcu_and_radio.SchDoc,106 kB,605
Mini Relay Box,power_supply.SchDoc,176.5 kB,650
Mini Relay Box,peripherials.SchDoc,130.5 kB,588
Mini Relay Box,WallInsertableSocket_sch.pdf,350.85 kB,668
Button size radionode with sensors swarm extension,ButtonSizeNode_ext1.pdf,25.12 kB,1417
Button size radionode with sensors swarm extension,Sheet1.SchDoc,253 kB,640
Button size radionode with sensors swarm extension,PCB2.PcbDoc,1.54 MB,642
Button size radionode with sensors swarm extension,round_holes.rpt,299 B,601
Button size radionode with sensors swarm extension,slot_holes.rpt,264 B,643
Button size radionode with sensors swarm extension,pcb2.gtl,21.06 kB,566
Button size radionode with sensors swarm extension,pcb2.gm1,459 B,637
Button size radionode with sensors swarm extension,pcb2.gts,4 kB,610
Button size radionode with sensors swarm extension,round_holes.drl,1.13 kB,647
Button size radionode with sensors swarm extension,slot_holes.drl,206 B,712
Button size radionode with sensors swarm extension,pcb2.gto,349.16 kB,704
Button size radionode with sensors swarm extension,pcb2.gbl,26.3 kB,751
Button size radionode with sensors swarm extension,pcb2.gbo,796 B,665
Button size radionode with sensors swarm extension,pcb2.gbs,1.3 kB,577
Button size radionode with sensors swarm extension,rfm69c_to_rfm69hc.gbl,2.57 kB,607
Button size radionode with sensors swarm extension,rfm69c_to_rfm69hc.gbs,337 B,603
Button size radionode with sensors swarm extension,rfm69c_to_rfm69hc.gm1,225 B,549
Button size radionode with sensors swarm extension,rfm69c_to_rfm69hc.gtl,4.87 kB,629
Button size radionode with sensors swarm extension,rfm69c_to_rfm69hc.gto,108.71 kB,559
Button size radionode with sensors swarm extension,rfm69c_to_rfm69hc.gts,530 B,610
Button size radionode with sensors swarm extension,rfm69c_to_rfm69hc.drl,353 B,620
SMDnRF24_adapter,SMDnRF24_adapter-B.Mask.gbs,687 B,534
SMDnRF24_adapter,SMDnRF24_adapter-B.SilkS.gbo,12.04 kB,562
SMDnRF24_adapter,SMDnRF24_adapter.drl,327 B,491
SMDnRF24_adapter,SMDnRF24_adapter-Bottom.gbl,8.53 kB,497
SMDnRF24_adapter,SMDnRF24_adapter-Edge.Cuts.gko,484 B,522
SMDnRF24_adapter,SMDnRF24_adapter-F.Mask.gts,987 B,467
SMDnRF24_adapter,SMDnRF24_adapter-F.SilkS.gto,6.94 kB,504
SMDnRF24_adapter,SMDnRF24_adapter-Top.gtl,6.61 kB,563
MySFreezer - Node for Freezer and Lab Equipment monitoring,MySFreezer-B.Cu.gbl,54.97 kB,644
MySFreezer - Node for Freezer and Lab Equipment monitoring,MySFreezer-B.Mask.gbs,1.59 kB,583
MySFreezer - Node for Freezer and Lab Equipment monitoring,MySFreezer-B.SilkS.gbo,11.01 kB,614
MySFreezer - Node for Freezer and Lab Equipment monitoring,MySFreezer-Edge.Cuts.gbr,1.07 kB,592
MySFreezer - Node for Freezer and Lab Equipment monitoring,MySFreezer-Edge.Cuts.gko,1.07 kB,613
MySFreezer - Node for Freezer and Lab Equipment monitoring,MySFreezer-F.Cu.gtl,83.62 kB,617
MySFreezer - Node for Freezer and Lab Equipment monitoring,MySFreezer-F.Mask.gts,2.96 kB,612
MySFreezer - Node for Freezer and Lab Equipment monitoring,MySFreezer-F.SilkS.gto,25.37 kB,610
MySFreezer - Node for Freezer and Lab Equipment monitoring,MySFreezer.drl,1.03 kB,627
MySFreezer - Node for Freezer and Lab Equipment monitoring,MySFreezer.pdf,120.71 kB,409
"MySI2CNode - Node for I2C devices, CR123 or USB powered",MySI2CNode-B.Cu.gbl,37.44 kB,730
"MySI2CNode - Node for I2C devices, CR123 or USB powered",MySI2CNode-B.Mask.gbs,1.59 kB,616
"MySI2CNode - Node for I2C devices, CR123 or USB powered",MySI2CNode-B.SilkS.gbo,11.35 kB,639
"MySI2CNode - Node for I2C devices, CR123 or USB powered",MySI2CNode-Edge.Cuts.gbr,1.06 kB,635
"MySI2CNode - Node for I2C devices, CR123 or USB powered",MySI2CNode-Edge.Cuts.gko,1.06 kB,678
"MySI2CNode - Node for I2C devices, CR123 or USB powered",MySI2CNode-F.Cu.gtl,52.01 kB,683
"MySI2CNode - Node for I2C devices, CR123 or USB powered",MySI2CNode-F.Mask.gts,2.79 kB,691
"MySI2CNode - Node for I2C devices, CR123 or USB powered",MySI2CNode-F.SilkS.gto,22.75 kB,609
"MySI2CNode - Node for I2C devices, CR123 or USB powered",MySI2CNode.drl,1009 B,680
"MySI2CNode - Node for I2C devices, CR123 or USB powered",MySI2CNode.pdf,118.42 kB,423
Power path manager and battery charger w/ 5V and 3.3V output,Dual input charger.brd,96.02 kB,1242
Power path manager and battery charger w/ 5V and 3.3V output,Dual input charger.sch,478.9 kB,1811
"MDMSAccessory ""Programming""",MDMSAccessory_Programming.pdf,72.26 kB,482
